time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703894100,141.019,141.065,140.964,141.031,912,0,1009500000,141.0246,141.22492,54.27393,22.17333,0.0089567,0.0093085,12.86597,20.69409,20.95543,62.68285,0.68876,54.9929,0.04256,57.72653,58.77381,1,0.04233
