time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703893500,0.84156,0.84163,0.84114,0.84144,3024,0,3220600000,0.8403,0.84083,57.81015,91.83875,0.0004819,0.0004223,24.64503,11.35557,26.92435,56.58045,0.82519,58.63371,0.15593,94.48119,90.15466,0,0.00084
