time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703880000,140.835,141.078,140.835,141.031,74806,0,33498041000,142.34018,145.50751,39.38243,-89.88741,-0.3559023,-0.3522649,10.36223,17.39876,27.20343,35.25663,0.23851,44.63854,-0.55073,66.92014,77.20086,0,0.53144
