time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703287800,0.67984,0.6801,0.67942,0.68004,1893,0,17065500000,0.67941,0.6764,50.9508,-78.24726,0.0001024,0.0002436,10.09146,23.29933,26.36714,22.06565,0.41971,54.77785,-0.04556,28.56587,25.70963,1,0.00081
