time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703894100,1.32521,1.32554,1.32467,1.32501,800,0,1056300000,1.32379,1.32328,61.21751,53.13684,0.0004906,0.0004974,26.75493,8.47326,46.0307,68.11778,0.65115,59.25226,0.01132,43.20305,55.96996,1,0.00043
