time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1707425700,1.2616100000000001,1.2616100000000001,1.26149,1.26156,178,15,9540000,1.26123,1.26158,49.86781,-94.62511,0.000139,0.0002494,12.39782,17.90551,23.94784,41.61632,0.34661,54.5224,-0.00713,17.32355,11.01071,1,0.00038
