time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1707422400,1.07728,1.07823,1.07727,1.07758,26362,12,538640000,1.07682,1.07879,54.36589,33.94004,-1.06e-05,2.34e-05,26.71182,16.01367,30.34498,50.82255,0.56705,55.59134,-0.07048,67.30488,59.26254,0,0.00111
