time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1707422400,1.2616800000000001,1.26288,1.2612999999999999,1.26156,17296,15,993990000,1.26368,1.26701,49.23687,57.93323,-0.0005333,-0.0009979,16.09042,15.79567,26.37426,70.0621,0.58694,53.96153,0.15799,62.39755,70.54061,0,0.00298
