time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703282400,0.68019,0.68039,0.67942,0.68004,10774,0,124912000000,0.67611,0.6684,60.72006,64.6759,0.0013143,0.0012897,18.45703,15.0507,22.31684,61.24364,0.64676,59.62229,0.00588,46.55825,54.59484,1,0.00164
