time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703880000,0.83909,0.84181,0.83908,0.84144,87025,0,67839217000,0.85246,0.87082,39.04709,-47.83096,-0.0042644,-0.0046041,10.70632,27.57903,52.66431,39.70525,0.40233,41.76292,-0.12937,84.29494,82.58864,0,0.0037
